2017-12-20 19:07:34.185421: softmax classifer
2017-12-20 19:07:34.185493: Learning rates LR: 100.000000 
2017-12-20 19:08:52.336795: Iter: 2000 [0], loss: 23008220.000000, acc: 0.00%, avg_loss: 12714100.320046, avg_acc: 24.45%
2017-12-20 23:15:51.799249: Iter: 372000 [6], loss: 29046572.000000, acc: 0.00%, avg_loss: 1746780.069474, avg_acc: 79.99%
2017-12-20 23:17:09.331227: Iter: 374000 [6], loss: 7809486.000000, acc: 0.00%, avg_loss: 1748334.756215, avg_acc: 79.96%
2017-12-20 23:18:26.890168: Iter: 376000 [6], loss: 0.000000, acc: 1.00%, avg_loss: 1748247.438774, avg_acc: 80.00%
2017-12-20 23:19:44.214013: Iter: 378000 [6], loss: 2786834.000000, acc: 0.00%, avg_loss: 1751322.364968, avg_acc: 79.96%
2017-12-20 23:19:44.214548: 
Epoch 6: avg_Loss: 1751354.797463841969, avg_Acc: 79.964443785996
2017-12-20 23:19:44.214578: Learning rates changed LR: 0.000100 
2017-12-20 23:21:02.294881: Iter: 380000 [7], loss: 0.000000, acc: 1.00%, avg_loss: 1643377.561500, avg_acc: 80.90%
2017-12-20 23:22:19.510039: Iter: 382000 [7], loss: 0.000000, acc: 1.00%, avg_loss: 1701228.680000, avg_acc: 80.55%
2017-12-20 23:23:36.886205: Iter: 384000 [7], loss: 0.000000, acc: 1.00%, avg_loss: 1748940.245833, avg_acc: 80.13%
2017-12-20 23:24:53.673976: Iter: 386000 [7], loss: 0.000000, acc: 1.00%, avg_loss: 1754512.479625, avg_acc: 80.30%
2017-12-20 23:26:10.957098: Iter: 388000 [7], loss: 0.000000, acc: 1.00%, avg_loss: 1738734.125625, avg_acc: 80.33%
2017-12-20 23:27:28.338199: Iter: 390000 [7], loss: 0.000000, acc: 1.00%, avg_loss: 1749486.803688, avg_acc: 80.17%
2017-12-20 23:28:45.499310: Iter: 392000 [7], loss: 0.000000, acc: 1.00%, avg_loss: 1756562.729250, avg_acc: 80.09%
2017-12-20 23:30:02.805748: Iter: 394000 [7], loss: 139528.000000, acc: 0.00%, avg_loss: 1749375.035625, avg_acc: 79.97%
2017-12-20 23:31:20.198843: Iter: 396000 [7], loss: 0.000000, acc: 1.00%, avg_loss: 1725050.331361, avg_acc: 80.16%
2017-12-20 23:32:37.834129: Iter: 398000 [7], loss: 0.000000, acc: 1.00%, avg_loss: 1740258.428775, avg_acc: 80.11%
2017-12-20 23:33:55.366615: Iter: 400000 [7], loss: 0.000000, acc: 1.00%, avg_loss: 1756419.562182, avg_acc: 79.99%
2017-12-20 23:35:12.824066: Iter: 402000 [7], loss: 0.000000, acc: 1.00%, avg_loss: 1753787.669583, avg_acc: 80.04%
2017-12-20 23:36:30.347265: Iter: 404000 [7], loss: 0.000000, acc: 1.00%, avg_loss: 1761358.073288, avg_acc: 80.07%
2017-12-20 23:37:48.057687: Iter: 406000 [7], loss: 0.000000, acc: 1.00%, avg_loss: 1751147.889304, avg_acc: 80.14%
2017-12-20 23:39:05.582027: Iter: 408000 [7], loss: 0.000000, acc: 1.00%, avg_loss: 1737834.781158, avg_acc: 80.19%
2017-12-20 23:40:23.187612: Iter: 410000 [7], loss: 0.000000, acc: 1.00%, avg_loss: 1731668.084977, avg_acc: 80.24%
2017-12-20 23:41:40.479129: Iter: 412000 [7], loss: 0.000000, acc: 1.00%, avg_loss: 1730948.870787, avg_acc: 80.20%
2017-12-20 23:42:59.309733: Iter: 414000 [7], loss: 0.000000, acc: 1.00%, avg_loss: 1745979.664326, avg_acc: 80.10%
2017-12-20 23:44:18.006204: Iter: 416000 [7], loss: 0.000000, acc: 1.00%, avg_loss: 1753469.403454, avg_acc: 80.01%
2017-12-20 23:45:35.424810: Iter: 418000 [7], loss: 0.000000, acc: 1.00%, avg_loss: 1753339.074231, avg_acc: 79.98%
2017-12-20 23:46:52.890791: Iter: 420000 [7], loss: 0.000000, acc: 1.00%, avg_loss: 1767902.798351, avg_acc: 79.90%
2017-12-20 23:48:10.006583: Iter: 422000 [7], loss: 0.000000, acc: 1.00%, avg_loss: 1765996.166403, avg_acc: 79.94%
2017-12-20 23:49:27.123294: Iter: 424000 [7], loss: 0.000000, acc: 1.00%, avg_loss: 1759482.730147, avg_acc: 80.00%
2017-12-20 23:50:44.352465: Iter: 426000 [7], loss: 0.000000, acc: 1.00%, avg_loss: 1761136.474891, avg_acc: 79.92%
2017-12-20 23:52:01.708845: Iter: 428000 [7], loss: 0.000000, acc: 1.00%, avg_loss: 1761469.074575, avg_acc: 79.92%
2017-12-20 23:53:19.144807: Iter: 430000 [7], loss: 16581760.000000, acc: 0.00%, avg_loss: 1754476.270264, avg_acc: 79.97%
2017-12-20 23:54:36.570594: Iter: 432000 [7], loss: 0.000000, acc: 1.00%, avg_loss: 1751275.757023, avg_acc: 79.96%
2017-12-20 23:54:36.571241: 
Epoch 7: avg_Loss: 1751308.188656271435, avg_Acc: 79.962591899850
2017-12-20 23:54:36.571274: Learning rates changed LR: 0.000000 
2017-12-20 23:54:37.461413: 
Testing at last epoch...
2017-12-21 00:01:02.124797: epoch: 8 Accuracy: 81.0900%, loss: 1638658.733350000111, i: 10000
2017-12-21 00:01:02.124861: Exiting train...
